,x_pos_A,y_pos_A,yaw_pos_A,x_pos_B,y_pos_B,yaw_pos_B,x_pos_D,y_pos_D,yaw_pos_D,x_pos_E,y_pos_E,yaw_pos_E,x_pos_G,y_pos_G,yaw_pos_G,x_pos_I,y_pos_I,yaw_pos_I,timesteps
0,4.654052103332383,-0.019346416122611447,0.009917219623791785,4.204286199662637,-0.24491079719675113,0.009702742905340695,3.7485244342138837,-0.029291851837948236,-0.006367656739345049,3.3072534738846096,-0.25590708339604157,-0.0027450512751308128,2.852660080392595,-0.06952598986124764,-0.006218957862197967,2.4127893894847294,-0.24852359188399997,0.0034407088801042475,0
1,4.645673844702522,-0.054013557632443775,0.00536810768669403,4.190636992990532,-0.2573289517811641,0.013718332519265517,3.751895709611311,-0.060551534979311816,0.0019497296085621142,3.3141328339652043,-0.2554089689918738,0.005035559601161781,2.862364662222884,-0.040325867430247894,-0.008778773270336292,2.370563564538187,-0.24556768039941101,0.016365932568615987,1
2,4.649328964155649,-0.06287191737166702,-0.017537139635794074,4.203412385322535,-0.254443529417215,-0.0032239298983021848,3.7503517559574022,-0.03986112808945706,0.0008098533126652373,3.286703278477052,-0.2445572882354172,-0.014101528515112179,2.8598155378769223,-0.04500297815795667,0.032615562109510846,2.4030452496626165,-0.24761746300801613,0.009563810509759883,2
3,4.640698427743727,-0.04792957038179013,0.004471223845907409,4.215801745497201,-0.2625713699021726,-0.008987473209614101,3.7447787967144914,-0.04268792285830031,0.01056606732508318,3.298100544128444,-0.24241761976282322,0.013784019579471299,2.8542251687765186,-0.05212239259485225,-0.02111470939732308,2.431131851524217,-0.2564006004458347,0.008046660984840788,3
4,4.645690861450319,-0.0566845876511622,-0.018607968898453394,4.20274934699152,-0.24932011592344078,0.00023885572534828908,3.7282820606580716,-0.05503399761244783,-0.01969162913671572,3.3104406366237624,-0.26443654584322757,-0.003922636229997077,2.852873099917119,-0.05596766586520465,0.013153399773525495,2.3928605615870313,-0.23321084687601143,-0.002639418158977719,4
5,4.652481863540042,-0.055763059734136616,0.008885953795611067,4.2022088695257676,-0.2582309845925714,-0.014852393605338169,3.755498677954409,-0.05634702150157281,0.005670278759709856,3.300829989067777,-0.25215182399075964,0.013764798907199,2.8419676437421857,-0.03383506899579443,-0.00972458475778342,2.4125684612243012,-0.24347960888753373,-0.003467801676105789,5
6,4.647445273711364,-0.04377722577642472,-0.0027592924127176413,4.197698009722982,-0.2471235373517398,-0.005332632186583155,3.7485953651989443,-0.05614011019667614,-0.0072309438360702175,3.3116515766167414,-0.24690988627550894,-0.0006574212246674605,2.85016754501562,-0.02723813003796969,0.004874475010702973,2.3987322310325045,-0.24346807409190974,0.02024027054795491,6
7,4.641266960212106,-0.047897264450679086,0.007372121400881483,4.211918628455907,-0.26922390767118304,0.006004500074407652,3.748520678610621,-0.05898304052370613,0.008543394811568608,3.306167055671318,-0.2409364690180787,-0.02190890141554844,2.8531955595026965,-0.032658892576891474,0.031117140640803825,2.4217116116760535,-0.2433647734219338,-0.012140346626718021,7
8,4.654859548773734,-0.049134992198851486,-0.009165130221073105,4.194878775619935,-0.2595043362040113,-0.008049801279267759,3.769542250966841,-0.059966514461364764,0.0044988941744626325,3.3092423431417513,-0.25057555850175406,-0.009204289636947974,2.8609104177843783,-0.054564858896945595,0.008011364752831185,2.4104361264441514,-0.25231787155981833,0.012339601633989438,8
9,4.656523347965557,-0.0536064226013646,0.010546879276014293,4.209624646594247,-0.25692108718283185,0.0013902561313710175,3.7656723988790666,-0.03575583608163781,0.004190344968119632,3.322252570950224,-0.24155068908235658,-0.007720262560028255,2.86703331726633,-0.04064699750310459,0.004775960224025474,2.4187060727140905,-0.23916518892085026,0.011663884187224373,9
10,4.674369280441381,-0.05467341837666101,-0.009219307207162545,4.193061500363997,-0.2635113086849905,0.004259479299962141,3.763404911220325,-0.03985489478702203,-0.0015639621694002242,3.3023116307597973,-0.25378871147563387,0.0022231167646793283,2.8571765173293198,-0.035470092802089064,0.02791863812863775,2.418907735846179,-0.24552923969680315,0.0024858416104137585,10
