,x_pos_A,y_pos_A,yaw_pos_A,x_pos_B,y_pos_B,yaw_pos_B,x_pos_D,y_pos_D,yaw_pos_D,x_pos_E,y_pos_E,yaw_pos_E,x_pos_G,y_pos_G,yaw_pos_G,x_pos_I,y_pos_I,yaw_pos_I,timesteps
0,4.651367562760594,-0.04100018808536839,-0.005359734694642608,4.2028318531709346,-0.250457921328248,-0.006653670244462541,3.748349376652473,-0.05023465534819807,-0.02064424961667845,3.30256732267105,-0.2645309197834614,0.008035467524179513,2.8439729372478193,-0.05616640792238809,-0.007684487524042419,2.4044595293467754,-0.25596253339534397,0.0015356978140973244,0
1,4.6531939658395425,-0.025506987312079763,-0.006201116198827294,4.205083202416079,-0.2577536389689165,0.005148321349505866,3.7601600207980423,-0.06428525441938979,0.010862664406816182,3.296410248431958,-0.22982688388043268,0.0290631254238933,2.846920770129387,-0.0539122845628741,0.00470138186741183,2.3864773982862237,-0.24901785043557828,0.0029027270780463995,1
2,4.668114178673783,-0.03710024867004876,0.0030182832770028175,4.207035253320442,-0.24719881795039514,0.0006557273912609703,3.7359116589779684,-0.0388228942219791,0.025101898159794724,3.305379276221234,-0.25308084670279984,0.006008212909404931,2.8554190980527605,-0.07846205924968895,-0.007579920890204648,2.396851480021572,-0.26493380399166766,-0.004525821453196351,2
3,4.648935760429538,-0.05668748379137978,-0.014486406591599851,4.186213814233499,-0.23021594744602036,-0.01774308481827048,3.7556763110675155,-0.047640565710209755,-0.009209099624368808,3.285567961456239,-0.25396662491175886,-0.007473077599669561,2.8551966777282414,-0.051267654675561304,-0.012122939432264534,2.408887403650491,-0.24239975289821122,-0.013557396457905786,3
4,4.67010788755622,-0.047321981651553574,0.02045277808012073,4.1960909410459415,-0.24992149187590595,-0.007187888099629568,3.753555637511985,-0.05221848117934265,-0.011414256332177995,3.291956208495274,-0.24091809425273544,0.017020681724775333,2.8483785694231956,-0.05669756132525599,0.004362810234158983,2.3996105724592764,-0.24722093415549798,-0.007672496964064576,4
5,4.656044494594451,-0.042458410193203074,-0.011598667468071226,4.219646994630235,-0.2564776278208166,0.002706076999509843,3.7654068471818114,-0.048686248327301965,-0.009756027265814508,3.3344975931928613,-0.25541952639922294,-0.01097546524274062,2.8610660363349596,-0.07168217445718839,-0.004507118138552578,2.4266867854183527,-0.26450402928498606,0.009150526270240645,5
6,4.6680208405232495,-0.05246945960994745,-0.011366864583545683,4.1948011175948015,-0.24918025545005065,-0.006047408350012537,3.7577940180461735,-0.04319470724710496,-0.012836430882385789,3.2898388813110007,-0.26260175538604497,-0.0038728425595637673,2.8514630954252165,-0.039685150134605905,0.001036421909024678,2.405534694961895,-0.25415548661818615,0.007559656173189009,6
7,4.6836191493909505,-0.04603799634893649,0.006335757331017903,4.236131175865775,-0.26990581797844904,-0.01924134673070393,3.7664499394335484,-0.052823949472946885,-0.007971362145196115,3.2990195563950113,-0.2607342996974038,-0.0029227905418521293,2.8619163693375334,-0.06326472530715717,0.005984439197522305,2.423524699467326,-0.24039569732294652,0.010568252622860605,7
8,4.6541825818916465,-0.054462677308015774,-0.016942015403280733,4.2057742539750445,-0.27311909705806825,-0.012205354988727669,3.7605509574285616,-0.05318451373380777,0.010633059890416978,3.303904005239733,-0.2453374690188847,0.0038511970484300106,2.852114729237463,-0.04663147731938775,-0.006240256945342558,2.414347954823969,-0.24645249938731845,0.01132661497426178,8
9,4.680925738525603,-0.036460982504773636,-0.00840742522902976,4.229275975821568,-0.25242073451259534,-0.0309101676690916,3.7513724061908773,-0.04682982036614739,-0.0032319580143803234,3.3265937960761707,-0.25380537728677594,0.013580725241896782,2.8643498425260434,-0.06146202742385255,0.010784768011483321,2.4165252892663793,-0.260289745934755,-0.014480311924581983,9
10,4.68072722578088,-0.05017214543470896,0.009996393513166786,4.216659000384099,-0.2604701302137802,-0.026229055398020784,3.779950595719631,-0.05769218182767513,-0.009959112537446406,3.3154723671886557,-0.24221655034625766,0.0037334350400670914,2.8469909204312875,-0.04473903562634518,0.005067115708808677,2.4097659568987115,-0.25784286659853956,0.028326496596870396,10
