,x_pos_A,y_pos_A,yaw_pos_A,x_pos_B,y_pos_B,yaw_pos_B,x_pos_D,y_pos_D,yaw_pos_D,x_pos_E,y_pos_E,yaw_pos_E,x_pos_G,y_pos_G,yaw_pos_G,x_pos_I,y_pos_I,yaw_pos_I,timesteps
0,4.6672436858685495,-0.05218765778055041,-0.011572679990807395,4.20361401837936,-0.24972697112220382,-0.0018024436556825338,3.7313491510465506,-0.06588851841807394,0.0035949751614318104,3.3203814867120354,-0.2500215853777159,0.0054905660013731695,2.8525603991943176,-0.055643012833608535,-0.016707874557518956,2.417551620076562,-0.2513041712553679,0.023005067925550425,0
1,4.658355712342242,-0.041327879744568585,0.010835411196364674,4.2176645650698825,-0.257276084636296,0.014384672234172195,3.754019664724036,-0.048056366021055334,0.019565874337467627,3.3034817400397083,-0.2431828347471643,-0.0025452050193271927,2.8554580031529806,-0.0236050586541625,-0.00944705645922459,2.3973077340182303,-0.27263975888871306,0.007499533001719601,1
2,4.653663256330855,-0.05171226176487723,-5.134472812465519e-05,4.204661882385648,-0.2401636070686641,0.001459833090157734,3.749100699609787,-0.045733996775389515,0.004404224016236079,3.29476916333108,-0.24595898871344776,-0.0022710609188932797,2.8461835927719488,-0.04494196117393557,0.0012916673609193897,2.4031739508812944,-0.24064929029459917,0.012499711420196687,2
3,4.654662173597972,-0.05480981051268272,-0.006762944920160975,4.205903939981192,-0.2566196987535615,0.004327992862031303,3.7672258006806087,-0.05272852898023295,-0.01671610501909301,3.3007132748601906,-0.23112338231487373,0.00020486226203276906,2.853233612625047,-0.06464091878830508,0.0002543093609183602,2.4047891076966628,-0.250708509703926,-0.008019528575252923,3
4,4.641813591680085,-0.03856962340803738,0.002520856445070765,4.19832458464626,-0.2472821776746543,-0.017654392710270188,3.7508575967401545,-0.055079279998322954,0.013678403360829393,3.297137743212773,-0.22793249773029056,-0.002628681683102754,2.852563493769662,-0.0364123915645893,0.012411810173617638,2.410029130734456,-0.25948613287304534,-0.005361775995277004,4
5,4.660104312592443,-0.0634024441428227,0.010911708188934872,4.212658846113848,-0.268903272855485,0.01199092129081312,3.7637591613718473,-0.042914916606528936,0.010144858891691234,3.3047838204401003,-0.252424957510589,-0.0077040191032467465,2.8593075143967988,-0.045831848620108175,-0.002765113307735185,2.428222630279232,-0.23213867296152124,-0.007137313689974656,5
6,4.662968369738223,-0.05831080626974928,-0.002607143398182109,4.212540644437021,-0.26234170154207215,-0.020794872919925333,3.757634243807917,-0.052886372763239674,-0.0030520549579727265,3.303383083641578,-0.2548855713570532,-0.00987437434287972,2.8565335799693696,-0.052098244469159755,-0.008678564265198191,2.3993753744830415,-0.26258915680957945,-0.031419528686252036,6
7,4.675785587470929,-0.03994478387165983,-0.008677483117631729,4.197412006980075,-0.2587569871055344,-0.01164105565411206,3.762619354298352,-0.0589062881716207,0.010815646842301217,3.311694561015224,-0.25807339331697304,0.018033314659898672,2.854105294673265,-0.051609840277015824,-0.002465666263201688,2.395660311366507,-0.2593026062227576,-0.0135751597166149,7
8,4.661546150255656,-0.07834243567870224,-1.7987205862878193e-05,4.219165737073042,-0.22802976507620573,0.003012076660970765,3.7644071613983083,-0.04566996858065048,-0.005861630456683622,3.3108536237392947,-0.2618720657008066,-0.0061421697933081556,2.836288414018709,-0.04337332206947904,0.005013339955353784,2.3947215941190403,-0.25892809654509996,-0.01937481685124069,8
9,4.658403330954367,-0.04804894532998807,0.004344576265036681,4.215673120127689,-0.2546886334456137,-0.008188022708678792,3.773141609632954,-0.04957802136552952,-0.020889921330911873,3.29760166390085,-0.250899370068375,0.0042689772485352065,2.8550399576877927,-0.03824306138608628,-0.00044698954929267825,2.408395944767167,-0.2479784151213564,0.00844247145077279,9
10,4.673184225236931,-0.0458658524019859,-0.017952867859381497,4.218085913729162,-0.2507404038295021,-0.01489444324501015,3.757187088891746,-0.04793537526722325,-0.0052392267803551195,3.2913324231713474,-0.2526963076871991,-0.007565509431425536,2.8791101801433103,-0.038931421757584767,0.015154734087614608,2.409391515789531,-0.24458272852344648,0.0018107690358200226,10
11,4.680822485620271,-0.042071429016537015,0.0008946893529494051,4.216558360462779,-0.25404563202947306,-0.0067341859528546886,3.7801375221531432,-0.0518731421991413,0.014442088791590237,3.3149184453596194,-0.24662829579748355,-0.010345305950741587,2.843249314810253,-0.037834356895240166,-0.0018017627267477533,2.4066514056646957,-0.23815347978038431,0.006458370560666938,11
12,4.665952514368007,-0.06954277798390883,-0.015803738371329187,4.223960191252581,-0.23733614210381834,-0.009697740256388164,3.788029273408181,-0.03970196644322984,-0.00022290908555547793,3.3247054855024665,-0.2684043420293851,0.009494654688872846,2.848558992494646,-0.051506764564464604,-0.006233489811150006,2.4113505831770135,-0.2557823845799796,-0.0038511419244831213,12
13,4.671861744845783,-0.05518635720306909,0.01435200075243753,4.223567764242874,-0.25715067605391473,-0.01645831504075895,3.7589251554760494,-0.05934831774018169,0.0014305166460450072,3.311282102550728,-0.23614232883874892,-0.01639416783450206,2.846363886298855,-0.04217239465329921,0.0034974316859300155,2.4138701349637945,-0.2631261655652777,-0.004894051152276724,13
